date,day,quarter,department,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,actual_productivity,no_of_workers
1/13/2015,3,Quarter2,finishing ,7,0.8,2.9,0.0,1440,0,0.0,0,0,0.670075758,24
1/13/2015,3,Quarter2,finishing ,11,0.8,4.15,0.0,1440,0,0.0,0,0,0.601278409,24
1/13/2015,3,Quarter2,sweing,11,0.7,27.13,530.0,9540,37,0.0,0,0,0.582301029,26
1/13/2015,3,Quarter2,sweing,5,0.7,20.79,1297.0,10440,0,0.0,0,0,0.526810345,26
1/13/2015,3,Quarter2,sweing,4,0.5,22.4,783.0,10170,23,0.0,0,0,0.500380799,26
1/13/2015,3,Quarter2,sweing,10,0.35,22.4,715.0,10170,23,0.0,0,0,0.35020649,15
1/13/2015,3,Quarter2,finishing ,11,0.8,4.15,0.0,1980,0,0.0,0,0,0.934607438,32
1/14/2015,4,Quarter2,finishing ,4,0.35,4.3,0.0,2700,0,0.0,0,0,0.908080808,32
1/14/2015,4,Quarter2,sweing,7,0.8,25.9,1150.0,10170,70,0.0,0,0,0.900144811,32
1/14/2015,4,Quarter2,finishing ,1,0.8,3.94,0.0,1440,0,0.0,0,0,0.891723485,32
1/14/2015,4,Quarter2,finishing ,5,0.65,4.15,0.0,1440,0,0.0,0,0,0.864583333,32
1/14/2015,4,Quarter2,finishing ,9,0.8,3.94,0.0,1440,0,0.0,0,0,0.858143939,32
1/14/2015,4,Quarter2,sweing,9,0.8,26.16,1232.0,10620,75,0.0,0,0,0.850502311,32
1/14/2015,4,Quarter2,sweing,8,0.8,25.9,1218.0,10170,60,0.0,0,0,0.850136766,32
1/14/2015,4,Quarter2,finishing ,7,0.8,2.9,0.0,1440,0,0.0,0,0,0.837594697,32
1/14/2015,4,Quarter2,finishing ,3,0.8,4.15,0.0,1440,0,0.0,0,0,0.820833333,32
1/14/2015,4,Quarter2,sweing,12,0.8,11.61,1159.0,2970,50,0.0,0,0,0.800313433,32
1/14/2015,4,Quarter2,sweing,6,0.8,11.61,972.0,5670,38,0.0,0,0,0.800246753,32
1/14/2015,4,Quarter2,sweing,1,0.8,26.16,1092.0,10620,63,0.0,0,0,0.800117103,32
1/14/2015,4,Quarter2,sweing,5,0.7,20.79,965.0,7320,0,0.0,0,0,0.700095563,29
1/14/2015,4,Quarter2,finishing ,8,0.8,2.9,0.0,1440,0,0.0,0,0,0.667329545,24
1/14/2015,4,Quarter2,sweing,4,0.6,22.4,816.0,5100,23,0.0,0,0,0.600369686,24
1/14/2015,4,Quarter2,sweing,10,0.5,22.4,947.0,3390,23,0.0,0,0,0.499980334,20
1/14/2015,4,Quarter2,sweing,11,0.35,14.61,838.0,7200,23,0.0,0,0,0.35003125,15
1/14/2015,4,Quarter2,finishing ,10,0.8,3.94,0.0,1260,0,0.0,0,0,0.332359307,15
1/14/2015,4,Quarter2,sweing,2,0.8,51.02,1086.0,4260,27,0.0,0,0,0.311207464,15
1/14/2015,4,Quarter2,finishing ,2,0.8,3.94,0.0,1260,0,0.0,0,0,0.247316017,14
1/14/2015,4,Quarter3,finishing ,4,0.35,4.3,0.0,3600,0,0.0,0,0,0.988636364,32
1/15/2015,5,Quarter3,finishing ,10,0.8,3.94,0.0,3420,0,0.0,0,0,0.953110048,32
1/15/2015,5,Quarter3,finishing ,1,0.8,3.94,0.0,1440,0,0.0,0,0,0.884261364,32
1/15/2015,5,Quarter3,finishing ,5,0.65,4.15,0.0,1440,0,0.0,0,0,0.860653409,32
1/15/2015,5,Quarter3,finishing ,9,0.8,3.94,0.0,1440,0,0.0,0,0,0.858143939,32
1/15/2015,5,Quarter3,sweing,1,0.8,26.16,1160.0,10620,75,0.0,0,0,0.850502311,32
1/15/2015,5,Quarter3,sweing,8,0.8,25.9,1177.0,8970,60,0.0,0,0,0.850415628,32
1/15/2015,5,Quarter3,sweing,7,0.8,25.9,1281.0,10170,60,0.0,0,0,0.850136766,32
1/15/2015,5,Quarter3,sweing,9,0.8,26.16,1369.0,10620,63,0.0,0,0,0.800117103,32
1/15/2015,5,Quarter3,sweing,6,0.8,11.61,1084.0,4950,38,0.0,0,0,0.80003139,32
1/15/2015,5,Quarter3,sweing,12,0.8,11.61,1216.0,4950,50,0.0,0,0,0.80003139,32
1/15/2015,5,Quarter3,sweing,5,0.7,20.79,391.0,10440,0,0.0,0,0,0.700060345,29
1/15/2015,5,Quarter3,finishing ,7,0.8,2.9,0.0,1440,0,0.0,0,0,0.689299242,24
1/15/2015,5,Quarter3,sweing,3,0.5,22.52,1102.0,10170,30,0.0,0,0,0.660683293,24
1/15/2015,5,Quarter3,sweing,4,0.65,22.52,872.0,10080,26,0.0,0,0,0.650130952,24
1/15/2015,5,Quarter3,finishing ,8,0.8,2.9,0.0,1440,0,0.0,0,0,0.606912879,24
1/15/2015,5,Quarter3,sweing,10,0.6,22.52,1076.0,10170,23,0.0,0,0,0.600291767,24
1/15/2015,5,Quarter3,sweing,11,0.5,14.89,917.0,9900,30,0.0,0,0,0.500025069,26
1/15/2015,5,Quarter3,sweing,2,0.5,22.94,1044.0,9810,23,0.0,0,0,0.499998888,20
1/15/2015,5,Quarter3,finishing ,5,0.65,4.15,0.0,2700,0,0.0,0,0,0.98719697,32
1/17/2015,7,Quarter3,finishing ,2,0.8,3.94,0.0,1800,0,0.0,0,0,0.980909091,32
1/17/2015,7,Quarter3,finishing ,10,0.8,3.94,0.0,1440,0,0.0,0,0,0.974621212,32
1/17/2015,7,Quarter3,finishing ,1,0.8,3.94,0.0,1440,0,0.0,0,0,0.884261364,32
1/17/2015,7,Quarter3,finishing ,9,0.8,3.94,0.0,1800,0,0.0,0,0,0.82680303,32
1/17/2015,7,Quarter3,sweing,6,0.8,11.41,1067.0,5490,63,0.0,0,0,0.800343766,32
1/17/2015,7,Quarter3,sweing,12,0.8,11.61,1039.0,5670,63,0.0,0,0,0.800246753,32
1/17/2015,7,Quarter3,sweing,7,0.8,25.9,1396.0,10170,50,0.0,0,0,0.800128721,32
1/17/2015,7,Quarter3,sweing,8,0.8,25.9,1292.0,10170,50,0.0,0,0,0.800128721,32
1/17/2015,7,Quarter3,sweing,1,0.8,48.68,171.0,10620,63,0.0,0,0,0.800117103,32
1/17/2015,7,Quarter3,sweing,9,0.8,26.16,1128.0,10620,63,0.0,0,0,0.800117103,32
1/17/2015,7,Quarter3,sweing,2,0.6,22.94,865.0,6570,23,0.0,0,0,0.77011398,29
1/17/2015,7,Quarter3,sweing,4,0.7,22.52,825.0,10170,50,0.0,0,0,0.7005417,29
1/17/2015,7,Quarter3,finishing ,8,0.8,2.9,0.0,1440,0,0.0,0,0,0.675568182,24
1/17/2015,7,Quarter3,finishing ,7,0.8,2.9,0.0,1440,0,0.0,0,0,0.661837121,24
1/17/2015,7,Quarter3,sweing,10,0.65,22.52,1163.0,9720,35,0.0,0,0,0.650198653,24
1/17/2015,7,Quarter3,sweing,3,0.6,22.52,1140.0,10170,30,0.0,0,0,0.600291767,24
1/17/2015,7,Quarter3,sweing,11,0.6,14.89,1027.0,10080,38,0.0,0,0,0.600273268,24
1/17/2015,7,Quarter3,finishing ,6,0.8,2.9,0.0,900,0,0.0,0,0,0.465757576,20
1/17/2015,7,Quarter3,sweing,5,0.7,41.19,1052.0,10440,21,0.0,0,0,0.452012539,20
1/17/2015,7,Quarter3,finishing ,11,0.8,4.15,0.0,1260,0,0.0,0,0,0.313852814,15
1/17/2015,7,Quarter3,finishing ,5,0.6,4.15,0.0,1440,0,0.0,0,0,0.852793561,32
1/18/2015,1,Quarter3,finishing ,11,0.65,4.15,0.0,2160,0,0.0,0,0,0.838383838,32
1/18/2015,1,Quarter3,finishing ,6,0.8,2.9,0.0,1800,0,0.0,0,0,0.804848485,32
1/18/2015,1,Quarter3,sweing,6,0.8,11.41,1140.0,5490,63,0.0,0,0,0.800343766,32
1/18/2015,1,Quarter3,sweing,7,0.8,48.84,624.0,10170,50,0.0,0,0,0.800128721,32
1/18/2015,1,Quarter3,sweing,8,0.8,25.9,1288.0,10170,38,0.0,0,0,0.800128721,32
1/18/2015,1,Quarter3,sweing,9,0.8,26.16,1381.0,3660,50,0.0,0,0,0.800015009,32
1/18/2015,1,Quarter3,sweing,4,0.7,22.52,882.0,10170,50,0.0,0,0,0.7005417,29
1/18/2015,1,Quarter3,sweing,10,0.7,22.52,1002.0,10080,40,0.0,0,0,0.700094156,29
1/18/2015,1,Quarter3,finishing ,7,0.8,2.9,0.0,1440,0,0.0,0,0,0.692045455,24
1/18/2015,1,Quarter3,sweing,12,0.8,26.87,585.0,5670,56,0.0,0,0,0.662255892,24
1/18/2015,1,Quarter3,sweing,3,0.65,22.52,1138.0,10170,35,0.0,0,0,0.650416734,24
1/18/2015,1,Quarter3,sweing,11,0.65,14.89,1140.0,10260,44,0.0,0,0,0.650299575,24
1/18/2015,1,Quarter3,sweing,2,0.65,22.94,1025.0,10170,26,0.0,0,0,0.650243497,24
1/18/2015,1,Quarter3,finishing ,8,0.8,2.9,0.0,1440,0,0.0,0,0,0.639867424,24
1/18/2015,1,Quarter3,sweing,5,0.6,20.4,1031.0,10440,30,0.0,0,0,0.600062696,24
1/18/2015,1,Quarter3,finishing ,9,0.8,3.94,0.0,1800,0,0.0,0,0,0.582045455,26
1/18/2015,1,Quarter3,sweing,1,0.8,49.1,1381.0,10350,24,0.0,0,0,0.403242161,20
1/18/2015,1,Quarter3,finishing ,10,0.7,3.94,0.0,1440,0,0.0,0,0,0.235795455,14
1/18/2015,1,Quarter3,finishing ,4,0.7,4.3,0.0,5040,0,0.0,0,0,0.977272727,32
1/19/2015,2,Quarter3,finishing ,9,0.8,3.94,0.0,1800,0,0.0,0,0,0.964106061,32
1/19/2015,2,Quarter3,finishing ,5,0.65,4.15,0.0,1440,0,0.0,0,0,0.958901515,32
1/19/2015,2,Quarter3,sweing,6,0.8,11.41,1028.0,4380,50,0.0,0,0,0.800358775,32
1/19/2015,2,Quarter3,sweing,8,0.8,25.9,1380.0,3630,50,0.0,0,0,0.800162602,32
1/19/2015,2,Quarter3,sweing,9,0.8,26.16,1196.0,10620,63,0.0,0,0,0.800117103,32
1/19/2015,2,Quarter3,finishing ,12,0.8,2.9,0.0,1440,0,0.0,0,0,0.793844697,29
1/19/2015,2,Quarter3,sweing,2,0.7,22.94,1006.0,10170,38,0.0,0,0,0.750517565,29
1/19/2015,2,Quarter3,sweing,4,0.7,22.52,930.0,10260,63,0.0,0,0,0.750068049,29
1/19/2015,2,Quarter3,sweing,3,0.7,22.52,1095.0,10170,50,0.0,0,0,0.750062751,29
1/19/2015,2,Quarter3,sweing,10,0.7,22.52,938.0,10080,63,0.0,0,0,0.750057359,29
1/19/2015,2,Quarter3,sweing,11,0.7,14.89,1484.0,10260,50,0.0,0,0,0.700170388,29
1/19/2015,2,Quarter3,finishing ,8,0.8,2.9,0.0,1440,0,0.0,0,0,0.683806818,24
1/19/2015,2,Quarter3,sweing,5,0.65,20.4,1255.0,8280,35,0.0,0,0,0.650066445,24
1/19/2015,2,Quarter3,sweing,7,0.8,48.84,1040.0,10260,30,0.0,0,0,0.576460393,26
1/19/2015,2,Quarter3,sweing,1,0.5,22.94,1492.0,10170,30,0.0,0,0,0.549969429,26
1/19/2015,2,Quarter3,finishing ,10,0.7,3.94,0.0,1440,0,0.0,0,0,0.538399621,26
1/19/2015,2,Quarter3,finishing ,11,0.7,4.15,0.0,1440,0,0.0,0,0,0.409545455,20
1/19/2015,2,Quarter3,sweing,12,0.35,15.26,1111.0,6120,23,0.0,0,0,0.35021836,15
1/19/2015,2,Quarter3,finishing ,5,0.7,4.15,0.0,1440,0,0.0,0,0,1.033570076,31
1/20/2015,3,Quarter3,sweing,6,0.8,11.41,1047.0,5580,63,0.0,0,0,0.800261486,32
1/20/2015,3,Quarter3,sweing,8,0.8,25.9,1434.0,10170,50,0.0,0,0,0.800128721,32
1/20/2015,3,Quarter3,sweing,9,0.8,26.16,399.0,10620,63,0.0,0,0,0.800117103,32
1/20/2015,3,Quarter3,sweing,4,0.7,22.52,983.0,10260,63,0.0,0,0,0.750068049,29
1/20/2015,3,Quarter3,sweing,10,0.7,22.52,1108.0,10080,63,0.0,0,0,0.750057359,29
1/20/2015,3,Quarter3,sweing,3,0.7,22.52,1134.0,8460,50,0.0,0,0,0.750037968,29
1/20/2015,3,Quarter3,sweing,2,0.7,22.94,1363.0,10260,50,0.0,0,0,0.750031898,29
1/20/2015,3,Quarter3,finishing ,9,0.8,3.94,0.0,1800,0,0.0,0,0,0.72830303,29
1/20/2015,3,Quarter3,sweing,11,0.7,14.89,1501.0,10260,50,0.0,0,0,0.700170388,29
1/20/2015,3,Quarter3,sweing,5,0.7,20.4,1352.0,10260,50,0.0,0,0,0.700063796,29
1/20/2015,3,Quarter3,finishing ,8,0.8,2.9,0.0,1440,0,0.0,0,0,0.639867424,24
1/20/2015,3,Quarter3,sweing,12,0.5,15.26,1352.0,3720,23,0.0,0,0,0.500290419,26
1/20/2015,3,Quarter3,sweing,7,0.35,22.94,1450.0,10080,30,0.0,0,0,0.400332792,20
1/20/2015,3,Quarter3,finishing ,11,0.7,4.15,0.0,2700,0,0.0,0,0,0.362666667,15
1/20/2015,3,Quarter3,finishing ,4,0.75,4.3,0.0,6000,0,0.0,0,0,0.978525641,32
1/21/2015,4,Quarter3,finishing ,2,0.7,3.94,0.0,5100,0,0.0,0,0,0.912202112,32
1/21/2015,4,Quarter3,sweing,4,0.75,22.52,825.0,10080,94,0.0,0,0,0.900556277,32
1/21/2015,4,Quarter3,sweing,6,0.8,11.61,916.0,5760,75,0.0,0,0,0.850410511,32
1/21/2015,4,Quarter3,finishing ,9,0.8,3.94,0.0,2400,0,0.0,0,0,0.827147436,32
1/21/2015,4,Quarter3,sweing,8,0.8,25.9,562.0,7470,38,0.0,0,0,0.800436542,32
1/21/2015,4,Quarter3,sweing,2,0.7,22.94,1422.0,10500,60,0.0,0,0,0.800415742,32
1/21/2015,4,Quarter3,sweing,10,0.7,22.52,1206.0,10080,75,0.0,0,0,0.800020563,32
1/21/2015,4,Quarter3,finishing ,5,0.7,4.15,0.0,2400,0,0.0,0,0,0.758173077,29
1/21/2015,4,Quarter3,sweing,5,0.7,20.4,1404.0,10440,50,0.0,0,0,0.750344828,29
1/21/2015,4,Quarter3,sweing,3,0.7,22.52,1139.0,10260,63,0.0,0,0,0.750068049,29
1/21/2015,4,Quarter3,sweing,11,0.7,14.89,1735.0,10260,50,0.0,0,0,0.700170388,29
1/21/2015,4,Quarter3,sweing,1,0.65,22.94,1595.0,10260,34,0.0,0,0,0.700029771,29
1/21/2015,4,Quarter3,sweing,12,0.6,15.26,1245.0,6360,23,0.0,0,0,0.60017284,24
1/21/2015,4,Quarter3,finishing ,8,0.8,2.9,0.0,2400,0,0.0,0,0,0.594871795,26
1/21/2015,4,Quarter3,sweing,9,0.8,54.56,757.0,4140,29,0.0,0,0,0.520237649,26
1/21/2015,4,Quarter3,finishing ,1,0.65,3.94,0.0,2400,0,0.0,0,0,0.505128205,26
1/21/2015,4,Quarter3,sweing,7,0.5,22.52,1720.0,10080,23,0.0,0,0,0.500241342,26
1/21/2015,4,Quarter3,finishing ,11,0.7,4.15,0.0,2700,0,0.0,0,0,0.470769231,20
1/21/2015,4,Quarter4,finishing ,7,0.6,3.94,0.0,6000,0,0.0,0,0,0.957638889,32
1/22/2015,5,Quarter4,finishing ,10,0.75,3.94,0.0,8400,0,0.0,0,0,0.940701058,32
1/22/2015,5,Quarter4,sweing,4,0.75,22.52,759.0,10080,81,0.0,0,0,0.849983766,32
1/22/2015,5,Quarter4,sweing,2,0.7,22.94,1510.0,10620,60,0.0,0,0,0.800302791,32
1/22/2015,5,Quarter4,sweing,6,0.8,11.61,955.0,6360,63,0.0,0,0,0.800191989,32
1/22/2015,5,Quarter4,sweing,10,0.75,22.52,1328.0,10080,55,0.0,0,0,0.800020563,32
1/22/2015,5,Quarter4,sweing,1,0.7,22.94,1384.0,12180,63,0.0,0,0,0.750162367,29
1/22/2015,5,Quarter4,sweing,3,0.7,22.52,1244.0,10260,63,0.0,0,0,0.750068049,29
1/22/2015,5,Quarter4,finishing ,5,0.7,4.15,0.0,9000,0,0.0,0,0,0.742901235,29
1/22/2015,5,Quarter4,sweing,5,0.7,20.4,1480.0,10440,40,0.0,0,0,0.700250784,29
1/22/2015,5,Quarter4,sweing,11,0.7,14.89,1863.0,10260,50,0.0,0,0,0.700170388,29
1/22/2015,5,Quarter4,finishing ,4,0.75,4.3,0.0,9000,0,0.0,0,0,0.670216049,24
1/22/2015,5,Quarter4,finishing ,1,0.7,3.94,0.0,15000,0,0.0,0,0,0.649662222,24
1/22/2015,5,Quarter4,finishing ,2,0.7,3.94,0.0,15000,0,0.0,0,0,0.649662222,24
1/22/2015,5,Quarter4,finishing ,6,0.8,2.9,0.0,4800,0,0.0,0,0,0.626822917,24
1/22/2015,5,Quarter4,sweing,12,0.6,15.26,1492.0,6960,23,0.0,0,0,0.600436426,24
1/22/2015,5,Quarter4,sweing,7,0.6,22.52,1859.0,10260,23,0.0,0,0,0.60041361,24
1/22/2015,5,Quarter4,sweing,8,0.8,40.99,980.0,10770,30,0.0,0,0,0.555500132,26
1/22/2015,5,Quarter4,sweing,9,0.5,29.12,970.0,10440,30,0.0,0,0,0.500547544,26
1/22/2015,5,Quarter4,finishing ,3,0.7,3.94,0.0,12000,0,0.0,0,0,0.460578704,20
1/22/2015,5,Quarter4,finishing ,8,0.8,2.9,0.0,4800,0,0.0,0,0,0.397743056,15
1/22/2015,5,Quarter4,finishing ,12,0.6,4.08,0.0,5400,0,0.0,0,0,0.327407407,15
1/22/2015,5,Quarter4,finishing ,5,0.7,4.15,0.0,2700,0,0.0,0,0,0.966666667,32
1/24/2015,7,Quarter4,finishing ,10,0.75,3.94,0.0,1800,0,0.0,0,0,0.937242424,32
1/24/2015,7,Quarter4,finishing ,8,0.8,2.9,0.0,1620,0,0.0,0,0,0.910521886,32
1/24/2015,7,Quarter4,sweing,2,0.75,22.94,1606.0,10260,94,0.0,0,0,0.90064806,32
1/24/2015,7,Quarter4,sweing,4,0.75,22.52,727.0,10260,94,0.0,0,0,0.900321106,32
1/24/2015,7,Quarter4,finishing ,11,0.75,4.15,0.0,1800,0,0.0,0,0,0.896022727,32
1/24/2015,7,Quarter4,finishing ,3,0.75,3.94,0.0,1440,0,0.0,0,0,0.895454545,32
1/24/2015,7,Quarter4,finishing ,7,0.65,3.94,0.0,2160,0,0.0,0,0,0.870580808,32
1/24/2015,7,Quarter4,finishing ,12,0.7,4.08,0.0,1620,0,0.0,0,0,0.858585859,32
1/24/2015,7,Quarter4,sweing,1,0.7,22.94,1472.0,10260,75,0.0,0,0,0.800643806,32
1/24/2015,7,Quarter4,sweing,10,0.75,22.52,1332.0,10080,69,0.0,0,0,0.80062987,32
1/24/2015,7,Quarter4,sweing,6,0.8,11.61,1009.0,5640,63,0.0,0,0,0.800537143,32
1/24/2015,7,Quarter4,sweing,3,0.75,22.52,1266.0,10260,69,0.0,0,0,0.80035194,32
1/24/2015,7,Quarter4,sweing,12,0.75,15.26,1316.0,6120,40,0.0,0,0,0.750079323,29
1/24/2015,7,Quarter4,sweing,11,0.75,42.97,1282.0,10260,56,0.0,0,0,0.750041201,29
1/24/2015,7,Quarter4,sweing,5,0.7,20.4,1382.0,10440,50,0.0,0,0,0.700250784,29
1/24/2015,7,Quarter4,finishing ,4,0.75,4.3,0.0,2160,0,0.0,0,0,0.651515152,24
1/24/2015,7,Quarter4,sweing,7,0.65,22.52,1295.0,10170,26,0.0,0,0,0.650416734,24
1/24/2015,7,Quarter4,sweing,9,0.6,29.12,925.0,6660,23,0.0,0,0,0.600125217,24
1/24/2015,7,Quarter4,finishing ,2,0.75,3.94,0.0,1440,0,0.0,0,0,0.578314394,26
1/24/2015,7,Quarter4,finishing ,1,0.7,3.94,0.0,1440,0,0.0,0,0,0.578314394,26
1/24/2015,7,Quarter4,sweing,8,0.35,15.09,1448.0,9360,23,0.0,0,0,0.34998951,15
1/24/2015,7,Quarter4,finishing ,9,0.6,3.94,0.0,1440,0,0.0,0,0,0.261174242,14
1/24/2015,7,Quarter4,finishing ,5,0.7,4.15,0.0,3060,0,0.0,0,0,0.973796791,32
1/25/2015,1,Quarter4,finishing ,2,0.75,3.94,0.0,1440,0,0.0,0,0,0.970075758,32
1/25/2015,1,Quarter4,finishing ,1,0.7,3.94,0.0,1440,0,0.0,0,0,0.970075758,32
1/25/2015,1,Quarter4,finishing ,3,0.75,3.94,0.0,1620,0,0.0,0,0,0.961784512,32
1/25/2015,1,Quarter4,finishing ,10,0.75,3.94,0.0,3420,0,0.0,0,0,0.955151515,32
1/25/2015,1,Quarter4,finishing ,4,0.75,4.3,0.0,2160,0,0.0,0,0,0.952020202,32
1/25/2015,1,Quarter4,sweing,4,0.75,22.52,867.0,10260,94,0.0,0,0,0.900321106,32
1/25/2015,1,Quarter4,sweing,2,0.75,22.94,1636.0,10530,81,0.0,0,0,0.850223776,32
1/25/2015,1,Quarter4,sweing,1,0.7,22.94,1682.0,10530,75,0.0,0,0,0.800909609,32
1/25/2015,1,Quarter4,sweing,3,0.75,22.52,1495.0,10350,55,0.0,0,0,0.800513307,32
1/25/2015,1,Quarter4,sweing,6,0.8,11.61,1181.0,5760,63,0.0,0,0,0.800386364,32
1/25/2015,1,Quarter4,sweing,10,0.75,22.52,1413.0,10080,69,0.0,0,0,0.800020563,32
1/25/2015,1,Quarter4,finishing ,7,0.65,3.94,0.0,2520,0,0.0,0,0,0.749188312,29
1/25/2015,1,Quarter4,sweing,7,0.7,22.52,360.0,10170,40,0.0,0,0,0.7005417,29
1/25/2015,1,Quarter4,sweing,12,0.7,15.26,1296.0,6120,40,0.0,0,0,0.70043672,29
1/25/2015,1,Quarter4,sweing,5,0.7,20.4,1217.0,10440,50,0.0,0,0,0.700250784,29
1/25/2015,1,Quarter4,sweing,9,0.65,29.12,1086.0,10440,26,0.0,0,0,0.650407524,24
1/25/2015,1,Quarter4,finishing ,12,0.7,4.08,0.0,1620,0,0.0,0,0,0.618181818,24
1/25/2015,1,Quarter4,sweing,11,0.75,42.97,532.0,10260,40,0.0,0,0,0.59114168,26
1/25/2015,1,Quarter4,sweing,8,0.5,15.09,1557.0,720,23,0.0,0,0,0.500061916,26
1/25/2015,1,Quarter4,finishing ,8,0.8,2.9,0.0,720,0,0.0,0,0,0.329545455,15
1/25/2015,1,Quarter4,finishing ,3,0.75,3.94,0.0,1800,0,0.0,0,0,1.059621212,31
1/26/2015,2,Quarter4,finishing ,10,0.75,3.94,0.0,3780,0,0.0,0,0,0.997792208,32
1/26/2015,2,Quarter4,finishing ,4,0.75,4.3,0.0,2160,0,0.0,0,0,0.963699495,32
1/26/2015,2,Quarter4,finishing ,5,0.7,4.15,0.0,2700,0,0.0,0,0,0.959191919,32
1/26/2015,2,Quarter4,finishing ,2,0.75,3.94,0.0,1800,0,0.0,0,0,0.910378788,32
1/26/2015,2,Quarter4,finishing ,1,0.7,3.94,0.0,1800,0,0.0,0,0,0.910378788,32
1/26/2015,2,Quarter4,sweing,4,0.8,22.52,1016.0,10170,60,0.0,0,0,0.850312684,32
1/26/2015,2,Quarter4,sweing,6,0.8,11.61,1072.0,5760,50,0.0,0,0,0.800386364,32
1/26/2015,2,Quarter4,sweing,3,0.75,22.52,1584.0,10260,69,0.0,0,0,0.80035194,32
1/26/2015,2,Quarter4,sweing,2,0.75,22.94,1764.0,10260,55,0.0,0,0,0.800034024,32
1/26/2015,2,Quarter4,sweing,1,0.7,22.94,1745.0,10440,60,0.0,0,0,0.800023511,32
1/26/2015,2,Quarter4,sweing,10,0.75,22.52,1250.0,10080,55,0.0,0,0,0.800020563,32
1/26/2015,2,Quarter4,finishing ,12,0.7,4.08,0.0,1620,0,0.0,0,0,0.769292929,29
1/26/2015,2,Quarter4,sweing,5,0.75,20.4,1118.0,10320,56,0.0,0,0,0.750031447,29
1/26/2015,2,Quarter4,sweing,9,0.7,29.12,1143.0,10440,40,0.0,0,0,0.70061442,29
1/26/2015,2,Quarter4,sweing,12,0.7,15.26,1337.0,6120,40,0.0,0,0,0.70043672,29
1/26/2015,2,Quarter4,finishing ,7,0.65,3.94,0.0,1440,0,0.0,0,0,0.646306818,24
1/26/2015,2,Quarter4,sweing,8,0.6,15.09,1519.0,360,23,0.0,0,0,0.600143365,24
1/26/2015,2,Quarter4,sweing,11,0.35,28.08,749.0,10260,23,0.0,0,0,0.350066986,15
1/26/2015,2,Quarter4,sweing,2,0.75,22.52,1635.0,6840,119,0.0,0,0,1.000230409,31
1/27/2015,3,Quarter4,sweing,3,0.75,22.52,1299.0,6840,119,0.0,0,0,1.000230409,31
1/27/2015,3,Quarter4,finishing ,10,0.8,3.94,0.0,1440,0,0.0,0,0,0.979527778,32
1/27/2015,3,Quarter4,finishing ,4,0.8,4.3,0.0,1440,0,0.0,0,0,0.940625,32
1/27/2015,3,Quarter4,finishing ,5,0.5,4.15,0.0,1440,0,0.0,0,0,0.926388889,32
1/27/2015,3,Quarter4,sweing,10,0.8,22.52,1134.0,6720,70,0.0,0,0,0.900129762,32
1/27/2015,3,Quarter4,finishing ,3,0.75,3.94,0.0,1440,0,0.0,0,0,0.861875,32
1/27/2015,3,Quarter4,sweing,4,0.8,22.52,1106.0,6780,60,0.0,0,0,0.850312684,32
1/27/2015,3,Quarter4,finishing ,8,0.65,3.94,0.0,960,0,0.0,0,0,0.845458333,32
